feature,coef,abs_coef
workflow_count,-1.6507604565159693,1.6507604565159693
failures,1.0933642080440085,1.0933642080440085
runs,0.4059801739193695,0.4059801739193695
p_fail_EB,0.232004793735191,0.232004793735191
attempts_mean,0.21133364443019603,0.21133364443019603
retry_rate,-0.1680730810755899,0.1680730810755899
workflow_entropy,0.04957161133758063,0.04957161133758063
fail_rate,-0.047975685025223785,0.047975685025223785
